,id,n_victimas,anio,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad,dia_noche
15333,LC-2020-0411502,1,2020,July,4,,,19,2,AVENIDA,si,Point (106175.741630799 105277.772091847),-58.395989198461,-34.581675728898,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15334,LC-2020-0411705,4,2020,July,5,,,4,4,CALLE,no,Point (107351.069037698 99585.110754836),-58.383130205275,-34.632984041832,AUTO,OBJETO FIJO,leve,AUTO,mujer,21-30,Noche
15335,LC-2020-0411705,4,2020,July,5,,,4,4,CALLE,no,Point (107351.069037698 99585.110754836),-58.383130205275,-34.632984041832,AUTO,OBJETO FIJO,leve,AUTO,mujer,0-10,Noche
15336,LC-2020-0411705,4,2020,July,5,,,4,4,CALLE,no,Point (107351.069037698 99585.110754836),-58.383130205275,-34.632984041832,AUTO,OBJETO FIJO,leve,AUTO,varon,11-20,Noche
15337,LC-2020-0411705,4,2020,July,5,,,4,4,CALLE,no,Point (107351.069037698 99585.110754836),-58.383130205275,-34.632984041832,AUTO,OBJETO FIJO,leve,AUTO,mujer,11-20,Noche
15338,LC-2020-0411954,1,2020,July,5,,,14,1,CALLE,si,Point (107526.823953486 101549.162036656),-58.381230755265,-34.615278061222,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,31-40,Noche
15341,LC-2020-0414475,1,2020,July,6,,,9,10,AVENIDA,si,Point (96239.0671545459 99941.9205902808),-58.504314461537,-34.629786476887,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15342,LC-2020-0415054,1,2020,July,6,,,13,12,CALLE,no,Point (97974.2911115766 106132.38533361),-58.485375919305,-34.573987974600,PEATON,CAMIONETA,leve,PEATON,varon,71-80,Noche
15344,LC-2020-0417603,1,2020,July,7,,,6,15,AVENIDA,si,Point (101149.637741543 104501.556762198),-58.450768435285,-34.588690532901,AUTO,AUTO,leve,AUTO,mujer,31-40,Noche
15345,LC-2020-0417781,1,2020,July,7,,,11,1,CALLE,no,Point (107382.848758531 100133.521311409),-58.382788361108,-34.628040236135,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,11-20,Noche
15346,LC-2020-0417863,1,2020,July,7,,,12,15,CALLE,si,Point (97823.1142995346 104427.12462081),-58.487027944525,-34.589359655878,PEATON,AUTO,leve,PEATON,varon,41-50,Noche
15351,LC-2020-0418323,1,2020,July,7,,,14,15,AVENIDA,si,Point (101554.910488992 104372.952727807),-58.446350709947,-34.589849315146,MOTO,AUTO,leve,MOTO,mujer,31-40,Noche
15352,LC-2020-0419463,1,2020,July,7,,,20,2,AVENIDA,si,Point (106550.654334574 104158.417024345),-58.391894414417,-34.591763789413,MOTO,TRANSPORTE PUBLICO,leve,MOTO,mujer,21-30,Noche
15353,LC-2020-0419650,1,2020,July,8,,,6,6,AVENIDA,si,Point (103350.945202862 100251.533971519),-58.426757543126,-34.626997305138,MOVIL,AUTO,leve,MOVIL,varon,21-30,Noche
15355,LC-2020-0419925,1,2020,July,8,,,12,12,CALLE,si,Point (97986.2817531861 106640.645487576),-58.485244006867,-34.569406302218,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15356,LC-2020-0419964,1,2020,July,8,,,12,12,CALLE,si,Point (99299.9005563721 107572.74144648),-58.470927958696,-34.561005744762,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15358,LC-2020-0420062,1,2020,July,8,,,13,11,GRAL PAZ,si,Point (94879.1290936857 104434.540057847),-58.519117770109,-34.589282193913,PEATON,AUTO,leve,PEATON,mujer,21-30,Noche
15359,LC-2020-0420131,1,2020,July,8,,,13,11,CALLE,si,Point (94845.9978507924 103067.161355637),-58.519487292630,-34.601608169415,AUTO,AUTO,leve,AUTO,mujer,21-30,Noche
15360,LC-2020-0420160,5,2020,July,8,,,13,3,AVENIDA,si,Point (106590.314471438 100583.733179465),-58.391434573837,-34.623987209139,TRANSPORTE PUBLICO,CAMION,leve,TRANSPORTE PUBLICO,mujer,21-30,Noche
15361,LC-2020-0420160,5,2020,July,8,,,13,3,AVENIDA,si,Point (106590.314471438 100583.733179465),-58.391434573837,-34.623987209139,TRANSPORTE PUBLICO,CAMION,leve,TRANSPORTE PUBLICO,varon,51-60,Noche
15362,LC-2020-0420160,5,2020,July,8,,,13,3,AVENIDA,si,Point (106590.314471438 100583.733179465),-58.391434573837,-34.623987209139,TRANSPORTE PUBLICO,CAMION,leve,TRANSPORTE PUBLICO,varon,31-40,Noche
15363,LC-2020-0420160,5,2020,July,8,,,13,3,AVENIDA,si,Point (106590.314471438 100583.733179465),-58.391434573837,-34.623987209139,TRANSPORTE PUBLICO,CAMION,leve,TRANSPORTE PUBLICO,mujer,31-40,Noche
15364,LC-2020-0420160,5,2020,July,8,,,13,3,AVENIDA,si,Point (106590.314471438 100583.733179465),-58.391434573837,-34.623987209139,TRANSPORTE PUBLICO,CAMION,leve,TRANSPORTE PUBLICO,mujer,21-30,Noche
15365,LC-2020-0420326,1,2020,July,8,,,15,6,AVENIDA,no,Point (102801.636814485 100374.173150201),-58.432748185882,-34.62589340578,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15368,LC-2020-0422821,1,2020,July,9,,,2,9,GRAL PAZ,si,Point (95832.0557109331 95505.4164199936),-58.508775218216,-34.669777099202,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15369,LC-2020-0423079,1,2020,July,9,,,11,1,AVENIDA,si,Point (107391.871312212 103747.111096467),-58.382721213907,-34.595465813461,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,51-60,Noche
15370,LC-2020-0423110,1,2020,July,9,,,20,6,AVENIDA,si,Point (101868.22019824 99990.8435942634),-58.442926203986,-34.629350962108,PEATON,AUTO,leve,PEATON,mujer,21-30,Noche
15371,LC-2020-0423160,1,2020,July,9,,,14,15,AVENIDA,si,Point (100442.592019369 102748.780010746),-58.458474477984,-34.604491335484,AUTO,AUTO,leve,AUTO,mujer,31-40,Noche
15372,LC-2020-0425280,1,2020,July,9,,,18,11,CALLE,si,Point (99657.380314497 101874.404653765),-58.467035365413,-34.61237331633,MOTO,AUTO,leve,MOTO,varon,11-20,Noche
15373,LC-2020-0425294,1,2020,July,9,,,18,9,AVENIDA,si,Point (96281.9764691903 96505.9289721146),-58.503861820663,-34.660759904065,CAMIONETA,AUTO,leve,UTILITARIO,mujer,31-40,Noche
15375,LC-2020-0425579,1,2020,July,10,,,6,15,CALLE,si,Point (100837.778903172 103993.441487705),-58.454167247901,-34.593271194292,AUTO,AUTO,leve,AUTO,varon,41-50,Noche
15376,LC-2020-0425593,1,2020,July,10,,,6,15,CALLE,si,Point (100837.778903172 103993.441487705),-58.454167247901,-34.593271194292,AUTO,AUTO,leve,AUTO,varon,31-40,Noche
15379,LC-2020-0425830,1,2020,July,10,,,13,3,CALLE,no,Point (104723.004907226 100571.032139602),-58.411796899679,-34.624111897906,PEATON,MOTO,leve,PEATON,varon,81+,Noche
15380,LC-2020-0425886,1,2020,July,10,,,15,11,AVENIDA,si,Point (95383.1719962593 103468.744683183),-58.513628946993,-34.597990710752,MOTO,AUTO,leve,MOTO,mujer,21-30,Noche
15383,LC-2020-0425956,1,2020,July,10,,,17,14,CALLE,si,Point (103557.429609236 105360.84056242),-58.424526898257,-34.580939173549,PEATON,MOTO,leve,PEATON,varon,71-80,Noche
15384,LC-2020-0427971,2,2020,July,10,,,18,9,AVENIDA,si,Point (99115.9081247828 97100.682258866),-58.472944410903,-34.655405110953,MOTO,AUTO,leve,MOTO,varon,61-70,Noche
15385,LC-2020-0427971,2,2020,July,10,,,18,9,AVENIDA,si,Point (99115.9081247828 97100.682258866),-58.472944410903,-34.655405110953,MOTO,AUTO,leve,MOTO,mujer,11-20,Noche
15388,LC-2020-0428529,1,2020,July,11,,,13,15,AVENIDA,no,Point (98979.8744371895 105288.827934484),-58.474417995343,-34.581593735331,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15389,LC-2020-0428626,1,2020,July,11,,,14,7,AVENIDA,si,Point (102000.848989996 98412.661662224),-58.441476213445,-34.643577043800,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15390,LC-2020-0428713,1,2020,July,11,,,17,11,CALLE,si,Point (98067.2428273692 100794.662010285),-58.484375414081,-34.622104704787,AUTO,TAXI,leve,AUTO,mujer,31-40,Noche
15391,LC-2020-0428719,1,2020,July,11,,,18,1,AVENIDA,si,Point (106731.995108973 100733.691538088),-58.389890774287,-34.622634513855,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15393,LC-2020-0430001,1,2020,July,12,,,1,9,AVENIDA,si,Point (98577.604308398 96830.1852322512),-58.478817125698,-34.657842829992,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15395,LC-2020-0430305,1,2020,July,12,,,14,14,AVENIDA,si,Point (103058.192843763 107993.519823243),-58.429977402465,-34.557208534159,MOTO,MOTO,leve,MOTO,varon,31-40,Noche
15396,LC-2020-0430659,2,2020,July,13,,,3,1,AVENIDA,si,Point (108597.319481693 101875.413064459),-58.369561866503,-34.612328751683,AUTO,TRANSPORTE PUBLICO,leve,AUTO,varon,31-40,Noche
15397,LC-2020-0430659,2,2020,July,13,,,3,1,AVENIDA,si,Point (108597.319481693 101875.413064459),-58.369561866503,-34.612328751683,AUTO,TRANSPORTE PUBLICO,leve,AUTO,varon,31-40,Noche
15401,LC-2020-0431032,1,2020,July,13,,,11,4,AVENIDA,si,Point (107427.572364763 97250.9080335577),-58.382275558985,-34.654024831143,MOTO,AUTO,leve,MOTO,varon,51-60,Noche
15402,LC-2020-0431109,1,2020,July,13,,,12,1,AVENIDA,si,Point (107550.963745187 102837.023423887),-58.380978922316,-34.603668578495,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Noche
15405,LC-2020-0431381,1,2020,July,13,,,14,15,AVENIDA,no,Point (97532.4519196531 103571.924437169),-58.490198747880,-34.597068133216,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15407,LC-2020-0431513,1,2020,July,13,,,16,15,AVENIDA,si,Point (102297.980083329 104482.923390476),-58.438251383197,-34.588856636767,MOTO,AUTO,leve,MOTO,mujer,21-30,Noche
15408,LC-2020-0431626,1,2020,July,13,,,16,10,AVENIDA,si,Point (97574.0555843583 100306.779581779),-58.489754766680,-34.626501594716,MOTO,MOTO,leve,MOTO,varon,21-30,Noche
15409,LC-2020-0432795,1,2020,July,13,,,18,6,AVENIDA,no,Point (102004.734289357 100281.49005878),-58.441438134708,-34.626730711651,PEATON,AUTO,leve,PEATON,varon,21-30,Noche
15410,LC-2020-0433449,1,2020,July,14,,,14,7,AVENIDA,si,Point (99524.587218701 99554.5036659814),-58.468484680408,-34.633285763336,MOTO,CAMIONETA,grave,MOTO,varon,21-30,Noche
15412,LC-2020-0433520,1,2020,July,14,,,13,4,CALLE,no,Point (107445.368481469 99189.9619312724),-58.382098344840,-34.636545384211,PEATON,CAMIONETA,leve,PEATON,varon,11-20,Noche
15414,LC-2020-0433565,1,2020,July,14,,,13,3,CALLE,si,Point (106436.506905311 100845.327855306),-58.393113762741,-34.621630061104,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,41-50,Noche
15415,LC-2020-0433614,1,2020,July,14,,,14,9,AVENIDA,si,Point (99624.2979582905 97569.698011312),-58.467398254764,-34.651177578013,MOTO,CAMIONETA,leve,MOTO,varon,41-50,Noche
15416,LC-2020-0433734,1,2020,July,14,,,15,15,CALLE,si,Point (102306.980692986 104316.356927648),-58.438152834213,-34.590358121246,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15417,LC-2020-0433743,1,2020,July,14,,,14,1,CALLE,si,Point (106687.133018208 101510.970407575),-58.390386050042,-34.615628106349,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15422,LC-2020-0435221,1,2020,July,15,,,22,13,CALLE,si,Point (101329.222675543 107342.797800381),-58.448815207422,-34.563078056288,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15423,LC-2020-0435701,1,2020,July,15,,1900-01-01 11:05:00,11,SD,SD,no,SD,SD,SD,MOTO,TAXI,leve,MOTO,mujer,51-60,Día
15424,LC-2020-0435746,1,2020,July,15,,,11,9,AVENIDA,si,Point (99601.5608534647 98189.0665446873),-58.467645944873,-34.645594358156,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Noche
15426,LC-2020-0435936,1,2020,July,15,,,15,9,AVENIDA,si,Point (98084.5005686623 98062.0682263941),-58.484193581218,-34.6467373731,AUTO,TRANSPORTE PUBLICO,leve,AUTO,varon,41-50,Noche
15429,LC-2020-0437272,1,2020,July,15,,,18,14,AVENIDA,si,Point (105796.676236491 106645.464333946),-58.400129923552,-34.569348908782,MOTO,CAMION,leve,MOTO,varon,31-40,Noche
15430,LC-2020-0437285,1,2020,July,15,,,15,2,AVENIDA,si,Point (104862.073413074 103457.422958131),-58.410296752593,-34.598092145443,PEATON,AUTO,leve,PEATON,mujer,51-60,Noche
15431,LC-2020-0437301,1,2020,July,15,,,19,15,AVENIDA,si,Point (99994.8023852957 106019.398130786),-58.463356105663,-34.575008598612,PEATON,AUTO,leve,PEATON,varon,41-50,Noche
15432,LC-2020-0437344,1,2020,July,15,,,19,12,CALLE,si,Point (96600.6221911185 105192.342111979),-58.500350178607,-34.582458257938,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15433,LC-2020-0437222,1,2020,July,15,,1900-01-01 15:10:00,15,SD,SD,no,Point (101227.062097459 102203.859691488),0,0,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Día
15434,LC-2020-0437858,1,2020,July,16,,,10,9,CALLE,si,Point (95822.4220468064 95781.1068567382),-58.508878948890,-34.667291896000,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15435,LC-2020-0437860,1,2020,July,16,,,16,4,AVENIDA,si,Point (103794.45814095 96733.3352587402),-58.421905476023,-34.658710109698,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15437,LC-2020-0438086,1,2020,July,16,,,13,15,AVENIDA,si,Point (97283.923361658 103571.945590611),-58.492907996304,-34.597067301924,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15438,LC-2020-0438097,1,2020,July,16,,,14,4,AVENIDA,si,Point (109573.555518412 99323.9594045659),-58.358889194603,-34.635319934704,AUTO,CAMION,leve,AUTO,varon,21-30,Noche
15439,LC-2020-0438220,1,2020,July,16,,,13,10,CALLE,si,Point (95275.7978163882 100822.199468573),-58.514814367332,-34.621847264956,MOTO,AUTO,leve,MOTO,mujer,31-40,Noche
15444,LC-2020-0438546,1,2020,July,16,,,16,10,CALLE,si,Point (98164.3164318481 99555.1518066065),-58.483319645904,-34.633278314981,PEATON,AUTO,leve,PEATON,mujer,61-70,Noche
15445,LC-2020-0439609,1,2020,July,16,,,19,7,CALLE,si,Point (100936.33713782 98756.6709065262),-58.453087457345,-34.640477485871,MOTO,AUTO,leve,MOTO,varon,11-20,Noche
15449,LC-2020-0439713,1,2020,July,16,,,21,3,CALLE,no,Point (106090.874684855 103157.37322033),-58.396899107123,-34.600790433405,PEATON,TAXI,leve,PEATON,mujer,11-20,Noche
15450,LC-2020-0440410,1,2020,July,17,,,10,9,AVENIDA,si,Point (94566.4952227648 98935.4179837743),-58.522561095544,-34.63885188144,PEATON,TAXI,leve,PEATON,mujer,41-50,Noche
15451,LC-2020-0440416,1,2020,July,17,,,10,4,CALLE,si,Point (107513.121010424 98979.1737492999),-58.381357559765,-34.638445015377,PEATON,AUTO,leve,PEATON,mujer,51-60,Noche
15452,LC-2020-0440491,1,2020,July,17,,,21,13,CALLE,no,Point (99878.6441755958 107588.994103441),-58.464621704447,-34.560859497520,MOTO,TAXI,leve,MOTO,varon,21-30,Noche
15453,LC-2020-0440538,1,2020,July,17,,,11,7,AVENIDA,si,Point (102529.883280767 99405.8140121053),-58.435708810594,-34.634623258977,MOTO,TAXI,leve,MOTO,varon,31-40,Noche
15454,LC-2020-0440547,1,2020,July,17,,,13,3,AVENIDA,si,Point (105605.558974289 100607.445523423),-58.402173162117,-34.623779257788,PEATON,TAXI,leve,PEATON,mujer,41-50,Noche
15455,LC-2020-0440598,1,2020,July,17,,,13,4,AVENIDA,no,Point (107771.948348542 97816.2598557966),-58.378524051851,-34.648926019551,MOTO,CAMION,grave,MOTO,varon,21-30,Noche
15456,LC-2020-0440620,1,2020,July,17,,,14,12,AVENIDA,si,Point (98783.7727064137 106453.193555963),-58.476553593380,-34.571097378392,MOTO,CAMIONETA,leve,MOTO,varon,41-50,Noche
15459,LC-2020-0440631,1,2020,July,17,,,15,15,AVENIDA,si,Point (97661.0556297192 104930.869993786),-58.488792988689,-34.584818304316,MOTO,CAMION,leve,MOTO,varon,21-30,Noche
15460,LC-2020-0440947,1,2020,July,17,,,18,6,AVENIDA,si,Point (101990.888703607 102316.861570222),-58.441593766295,-34.608383077587,PEATON,MOTO,leve,PEATON,varon,71-80,Noche
15462,LC-2020-0441193,1,2020,July,18,,,0,7,AVENIDA,no,Point (100851.354227403 99723.7255311391),-58.454015260542,-34.631760160774,PEATON,CAMIONETA,leve,PEATON,mujer,21-30,Noche
15463,LC-2020-0441335,1,2020,July,18,,,11,9,AVENIDA,si,Point (95832.0557109331 95505.4164199936),-58.508775218216,-34.669777099202,AUTO,OBJETO FIJO,leve,AUTO,mujer,31-40,Noche
15467,LC-2020-0441735,1,2020,July,18,,,16,14,AVENIDA,si,Point (103813.504915483 105333.811451175),-58.421735801630,-34.581181921465,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
15468,LC-2020-0441839,1,2020,July,18,,1900-01-01 18:30:00,18,8,SD,no,Point (98601.789906 94083.542213),-58.478558,-34.682602,MOTO,AUTO,leve,MOTO,varon,21-30,Día
15469,LC-2020-0441891,1,2020,July,18,,,21,12,GRAL PAZ,si,Point (97850.5741709057 109546.394283786),-58.486715357861,-34.543212165100,AUTO,CAMIONETA,leve,AUTO,varon,31-40,Noche
15470,LC-2020-0441893,1,2020,July,18,,,20,12,CALLE,si,Point (97454.8662594871 106704.86743126),-58.491034934508,-34.568826168262,PEATON,AUTO,leve,PEATON,mujer,21-30,Noche
15471,LC-2020-0442018,1,2020,July,19,,,22,15,AVENIDA,si,Point (97661.0556297192 104930.869993786),-58.488792988689,-34.584818304316,MOTO,MOTO,leve,MOTO,varon,31-40,Noche
15472,LC-2020-0442227,1,2020,July,19,,,8,2,AVENIDA,si,Point (105708.148043532 103302.548712197),-58.401072420614,-34.599483938502,MOTO,TAXI,grave,MOTO,varon,11-20,Noche
15473,LC-2020-0442404,1,2020,July,19,,,13,9,AVENIDA,si,Point (96433.6669570948 97551.9684857957),-58.502202480974,-34.651331090329,PEATON,AUTO,leve,PEATON,varon,0-10,Noche
15474,LC-2020-0442430,1,2020,July,19,,,12,4,CALLE,si,Point (105505.567735833 97208.4053610933),-58.403241667308,-34.654419991042,PEATON,AUTO,leve,PEATON,mujer,21-30,Noche
15475,LC-2020-0442465,1,2020,July,19,,,16,11,CALLE,si,Point (98737.1779833335 101118.881675521),-58.477069649658,-34.619183138550,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15476,LC-2020-0443580,1,2020,July,19,,,19,2,CALLE,si,Point (105528.328170244 104507.199865125),-58.403040484721,-34.588625664405,PEATON,MOVIL,leve,PEATON,varon,31-40,Noche
15477,LC-2020-0444033,1,2020,July,20,,,8,9,CALLE,no,Point (98448.1362827104 97870.3790746253),-58.480227532541,-34.648465962583,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15478,LC-2020-0444039,1,2020,July,20,,,23,6,AVENIDA,si,Point (101537.652955785 100504.376782388),-58.446532062531,-34.624722304897,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15479,LC-2020-0444106,1,2020,July,20,,,12,11,AVENIDA,si,Point (99893.0288680249 101498.59431432),-58.464466123907,-34.615761088823,PEATON,AUTO,leve,PEATON,mujer,41-50,Noche
15480,LC-2020-0444229,1,2020,July,20,,,10,15,AVENIDA,si,Point (98816.0276881988 104069.505871871),-58.476205561583,-34.592585067395,CAMION,CAMION,leve,CAMION,varon,41-50,Noche
15482,LC-2020-0444363,1,2020,July,20,,,11,4,AVENIDA,no,Point (103329.320078431 98031.991419294),-58.426984791014,-34.647005160397,TAXI,AUTO,leve,TAXI,varon,51-60,Noche
15483,LC-2020-0444516,1,2020,July,20,,,12,12,AVENIDA,si,Point (97215.0266328677 106397.099576282),-58.493649607279,-34.571599898604,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15486,LC-2020-0444829,1,2020,July,20,,,15,15,AVENIDA,si,Point (101742.819870789 103827.755333883),-58.444301374112,-34.594763673349,PEATON,TAXI,leve,PEATON,mujer,51-60,Noche
15487,LC-2020-0444957,1,2020,July,20,,,16,12,AVENIDA,si,Point (97389.5966350736 105213.533816952),-58.491750884491,-34.582269576027,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15488,LC-2020-0445059,1,2020,July,20,,,17,11,AVENIDA,si,Point (99893.0288680249 101498.59431432),-58.464466123907,-34.615761088823,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15489,LC-2020-0445252,1,2020,July,20,,,21,9,CALLE,si,Point (95625.2964902754 97266.4701942381),-58.511021883374,-34.653901496215,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15490,LC-2020-0445441,1,2020,July,20,,1900-01-01 19:00:00,19,SD,SD,no,Point (101597.462895707 99180.5949402113),0,0,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15491,LC-2020-0445350,1,2020,July,20,,1900-01-01 22:00:00,22,SD,SD,no,Point (102503.816702 107221.910175),0,0,MOTO,AUTO,grave,MOTO,varon,31-40,Noche
15492,LC-2020-0445558,1,2020,July,21,,,8,1,AVENIDA,no,Point (106626.590672231 100338.017685678),-58.391037089662,-34.626201951697,PEATON,AUTO,leve,PEATON,mujer,41-50,Noche
15493,LC-2020-0446022,1,2020,July,21,,,11,3,AVENIDA,si,Point (106101.283230564 102742.212268582),-58.396782679965,-34.604532807459,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15494,LC-2020-0446273,1,2020,July,21,,,14,11,AVENIDA,no,Point (98297.5961549846 102285.23130696),-58.481860454769,-34.608668527066,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15495,LC-2020-0446400,1,2020,July,21,,,16,11,CALLE,si,Point (97721.9260494568 102644.875575764),-58.488135808529,-34.605425395896,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15496,LC-2020-0446416,1,2020,July,21,,,8,1,AVENIDA,si,Point (107543.763682637 101052.337538007),-58.381041666429,-34.619756510062,AUTO,CAMION,leve,AUTO,mujer,41-50,Noche
15498,LC-2020-0446492,1,2020,July,21,,,18,4,AVENIDA,no,Point (106159.773410699 99732.7174015403),-58.396123353782,-34.631661243752,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
15501,LC-2020-0446612,1,2020,July,21,,,20,15,CALLE,no,Point (99618.8512026621 103261.661091705),-58.467454741505,-34.599867986970,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Noche
15502,LC-2020-0446739,1,2020,July,22,,,23,14,CALLE,si,Point (103659.306358508 105659.240619523),-58.423417804174,-34.578248906371,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15504,LC-2020-0446941,1,2020,July,22,,,8,7,AVENIDA,si,Point (100841.458497978 100040.898840331),-58.454123474573,-34.628901046020,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15507,LC-2020-0446990,1,2020,July,22,,,8,4,CALLE,si,Point (109247.385733456 99974.5363542122),-58.362453503735,-34.629458370266,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15508,LC-2020-0447016,1,2020,July,22,,,10,4,AVENIDA,si,Point (105230.983157505 97613.9725837357),-58.406239494636,-34.650765490775,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
15510,LC-2020-0447251,1,2020,July,22,,,0,14,AVENIDA,si,Point (104068.942578733 103491.456525299),-58.418943060511,-34.597788758958,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,81+,Noche
15511,LC-2020-0447425,1,2020,July,22,,,14,11,AVENIDA,si,Point (99476.8185792048 101927.177586294),-58.469004022453,-34.611897513522,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Noche
15512,LC-2020-0447589,1,2020,July,22,,,14,13,CALLE,si,Point (100081.319209865 107833.802646101),-58.462413277512,-34.558652688226,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
15515,LC-2020-0447919,1,2020,July,22,,,19,11,CALLE,si,Point (97211.0872923475 101486.289580712),-58.493708982127,-34.615868080566,MOTO,AUTO,grave,MOTO,varon,21-30,Noche
15516,LC-2020-0448250,1,2020,July,23,,,6,1,AVENIDA,si,Point (108733.521047048 100572.691511093),-58.368063513960,-34.62407085032,AUTO,AUTO,leve,AUTO,varon,41-50,Noche
15517,LC-2020-0448252,1,2020,July,23,,,5,4,AVENIDA,si,Point (105457.042550667 99163.8760312227),-58.403783481933,-34.636792935457,AUTO,AUTO,leve,AUTO,varon,51-60,Noche
15518,LC-2020-0448461,1,2020,July,23,,,11,12,CALLE,no,Point (96822.2632332271 105145.970568327),-58.497934634577,-34.582876993387,PEATON,AUTO,leve,PEATON,varon,21-30,Noche
15519,LC-2020-0448547,1,2020,July,23,,,8,10,CALLE,si,Point (94828.0761310212 100548.593672029),-58.519698186092,-34.624311471340,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
15520,LC-2020-0448577,1,2020,July,23,,,11,14,AVENIDA,si,Point (103664.303717879 107386.466934166),-58.423370671544,-34.562678856054,MOTO,TAXI,leve,MOTO,varon,41-50,Noche
